iata,name,city,country,latitude,longitude
BZM,Bemolanga Airport,BZM,MG,-17.69866621509301,45.09177850411655
BZN,Gallatin Field,BZN,US,45.77932925163212,-111.15381553387051
BZO,Dolomiti Airport,BZO,IT,46.455418941720424,11.327375257298614
BZP,Bizant Airport,BZP,AU,-15.217758800984083,144.63746556240235
BZR,Beziers Vias Airport,BZR,FR,43.32133882973588,3.3575327388892697
BZS,Buzzards Point S Airport,WAS,US,38.857998037334724,-77.01125715610753
BZT,Hinkles Ferry,BZT,US,29.048961879698894,-95.56362871556044
BZU,Zega Airport,BZU,CD,2.796033986279923,24.734587513095715
BZV,Maya-Maya Airport,BZV,CG,-4.257076336542766,15.257865671790396
BZY,Beltsy Airport,BZY,MD,47.74457275133072,27.9374220168129
BZZ,Raf Station,BZZ,GB,50.99897347573421,-0.9969465775295202
CAA,Catacamas Airport,CAA,HN,14.82814773525363,-85.89210134138989
CAB,Cabinda Airport,CAB,AO,-5.586338297619851,12.204001008965777
CAC,Cascavel Airport,CAC,BR,-24.95231174572092,-53.462691011249504
CAD,Cadillac Airport,CAD,US,44.27244950184932,-85.41654942042776
CAE,Columbia Metropolitan Airport,CAE,US,33.93629007992318,-81.11363269615727
CAF,Carauari Airport,CAF,BR,-4.90451893259156,-66.91573895901928
CAG,Elmas Airport,CAG,IT,39.24187857435153,9.058462400874895
CAH,Ca Mau Airport,CAH,VN,9.173054192127491,105.18359499168655
CAI,Cairo International Airport,CAI,EG,30.131850806563982,31.409546973841586
CAJ,Canaima Airport,CAJ,VE,6.245239816661812,-62.830555005110455
CAK,Akron/Canton Regional Airport,CAK,US,40.90918580735959,-81.44021819132142
CAL,Campbeltown Airport,CAL,GB,55.43366503966175,-5.683741490939288
CAM,Camiri Airport,CAM,BO,-20.01341561726304,-63.558209208337765
CAN,Baiyun Airport,CAN,CN,23.181872071340255,113.26802545936708
CAO,Clayton Airport,CAO,US,36.44584501495844,-103.17823779099247
CAP,Cap Haitien Airport,CAP,HT,19.73266581407154,-72.1926816400686
CAQ,Caucasia Airport,CAQ,CO,7.597420050612052,-75.2465480104405
CAR,Caribou Municipal Airport,CAR,US,46.86221817849721,-68.01582288711987
CAS,Anfa Airport,CAS,MA,33.55813665652542,-7.6604456211783445
BDW,Bedford Downs Airport,BDW,AU,-17.30332462064892,127.47165655540789
BDX,Broadus Airport,BDX,US,45.46420139880066,-105.36120723086357
BDY,Bandon State Airport,BDY,US,43.11507394699066,-124.41205965632234
BDZ,Baindoung Airport,BDZ,PG,-6.336913335041253,146.95221667211968
BEA,Bereina Airport,BEA,PG,-8.65166231032446,146.48811897839565
BEB,Benbecula Airport,BEB,GB,57.479129111162145,-7.362507646940511
BEC,Beech Airport,ICT,US,37.67770378271609,-97.32833786122745
BED,Hanscom Field,BED,US,42.4676300702814,-71.28740836747511
BEE,Beagle Bay Airport,BEE,AU,-16.97101030431841,122.6702657953207
BEF,Bluefields Airport,BEF,NI,11.992006451280568,-83.76643035846602
BEG,Nikola Tesla Airport,BEG,RS,44.81675752209139,20.317084120214513
BEH,Ross Field,BEH,US,42.12385640407091,-86.42495171929926
BEI,Beica Airport,BEI,ET,9.390778424752694,34.53789655711249
BEJ,Berau Airport,BEJ,ID,2.165780415051112,117.70272385348379
BEK,Bareli Airport,BEK,IN,26.21281974195219,81.23395330857622
BEL,Val De Cans Airport,BEL,BR,-1.455312782044554,-48.47795748327167
BEN,Benina International Airport,BEN,LY,32.09709430626258,20.27124672069456
BEO,Belmont Airport,NTL,AU,-33.03674733604333,151.66765633169143
BEP,Bellary Airport,BEP,IN,15.177651930177767,76.90239760111587
BEQ,Honington Raf,BEQ,GB,52.345425742291745,0.7677634219111505
BER,Brandenburg Airport,BER,DE,52.36261391333808,13.504615022229714
BES,Bretagne Airport,BES,FR,48.443581141178996,-4.417504673541671
BET,Bethel Airport,BET,US,60.779360404896416,-161.82619668425139
BEU,Bedourie Airport,BEU,AU,-24.230384656112665,139.44646715167931
BEV,Beersheba Airport,BEV,IL,31.249119490616327,34.80145648171035
BEW,Beira Airport,BEW,MZ,-19.795691384637834,34.916046565415655
BEX,Royal Air Force Station,BEX,GB,51.62922576630255,-1.082890207525556
BEY,Rafic Hariri International Airport,BEY,LB,33.8102389387906,35.494734342844986
BEZ,Beru Airport,BEZ,KI,-1.3349916360170804,176.001175136724
BFA,Bahia Negra Airport,BFA,PY,-20.23686867105459,-58.16667644358314
BFB,Blue Fox Bay Airport,BFB,US,58.17813750101042,-152.13175402541546
BFC,Bloomfield Airport,BFC,AU,-15.905307840952368,145.3364807824398
BFD,Bradford Airport,BFD,US,41.79727090890675,-78.63845410321468
BFE,Windelsbleiche,BFE,DE,51.96154179018035,8.548530722725499
BFF,Scotts Bluff County Airport,BFF,US,41.871754121805736,-103.59649808519654
BFG,Bullfrog Basin Airport,BFG,US,37.5401949992508,-110.71263312481187
BFH,Bacacheri Airport,CWB,BR,-25.404948382017665,-49.22853380135354
BFI,Boeing Field International Airport,SEA,US,47.52685022625281,-122.2978429006366
BFJ,Ba Airport,BFJ,FJ,-17.55542690291409,177.68567737096757
BFK,Buckley Air National Guard Base,DEN,US,39.72889496783554,-104.86273319504686
BFL,Meadows Field,BFL,US,35.42598165865964,-119.04917270494674
BFM,Mobile Aerospace Field,MOB,US,30.681889355519694,-88.2297677357726
BFN,Bloemfontein International Airport,BFN,ZA,-29.100526392837907,26.304492833444808
BFO,Buffalo Range Airport,BFO,ZW,-21.01036198134915,31.581432099399542
BFP,Beaver Falls Airport,BFP,US,40.76594649518067,-80.39743955035723
BFQ,Bahia Pinas Airport,BFQ,PA,7.580231879565715,-78.16290218225255
BFR,Virgil I Grissom Municipal Airport,BFR,US,38.863728566048366,-86.4822501762465
BFS,Belfast International Airport,BFS,GB,54.64871579458179,-6.222321543788657
BFT,Beaufort County Airport,BFT,US,32.4064916303804,-80.6323502464815
BFU,Bengbu Airport,BFU,CN,32.94507253700342,117.33602465732415
BFV,Buri Ram Airport,BFV,TH,15.223489329697722,103.2584515326051
BFW,Sidi Belabbes Airport,BFW,DZ,35.168148847680825,-0.5844169721216488
BFX,Bafoussam Airport,BFX,CM,5.483206283134067,10.404913813658787
BGA,Palo Negro Airport,BGA,CO,7.104676543508992,-73.12660072604112
BGB,Booue Airport,BGB,GA,-0.10886198291046975,11.940440230594264
BGC,Braganca Airport,BGC,PT,41.81445907995308,-6.74944267364486
BGD,Borger Airport,BGD,US,35.64943471245119,-101.3963438893737
BGE,Decatur County Airport,BGE,US,30.911072938024887,-84.58002883201961
BGF,Bangui Mpoko International Airport,BGF,CF,4.3945864006685165,18.523725746073872
BGH,Abbaye Airport,BGH,MR,16.63296545927426,-14.197893737137996
BGI,Grantley Adams International Airport,BGI,BB,13.069167410752954,-59.4902100103807
BGJ,Borgarfjordur Eystri Airport,BGJ,IS,65.51199165060908,-13.802552996467549
BGK,Big Creek Airport,BGK,BZ,16.512643139308025,-88.3959257477115
BGL,Baglung Airport,BGL,NP,28.212441291290755,83.6862166168534
BGM,Binghamton Airport,BGM,US,42.19834303206448,-75.96847168495417
BGO,Flesland Airport,BGO,NO,60.292347426507,5.219645504762553
BGP,Bongo Airport,BGP,GA,-1.650118421631486,13.435860630497075
BGQ,Big Lake Airport,BGQ,US,31.19755156238273,-101.46509657355904
BGR,Bangor International Airport,BGR,US,44.8052998797587,-68.82369083195981
BGS,Webb Air Force Base,HCA,US,32.383572930620424,-101.4822813295108
BGT,Bagdad Airport,BGT,US,34.56654237049152,-113.18208118904082
BGU,Bangassou Airport,BGU,CF,4.784197466398969,22.786532184443455
BGV,Bento Goncalves Airport,BGV,BR,-29.16928249211784,-51.514635682597245
BGW,Baghdad International Airport,BGW,IQ,33.26593091854852,44.501633084354516
BGX,Bage Airport,BGX,BR,-31.403816445127948,-54.11013488795877
BGY,Bergamo/Orio Al Serio Airport,MIL,IT,45.664735752832236,9.705905423810512
BGZ,Braga Airport,BGZ,PT,41.545168626641576,-8.428209256532908
BHA,Bahia De Caraquez Airport,BHA,EC,-0.6016056767765148,-80.414624306309
BHB,Bar Harbor Airport,BHB,US,44.44433462740728,-68.35959313823578
BHC,Bhurban Heliport,BHC,PK,33.92483243759048,73.43600146525353
BHD,George Best City Airport,BFS,GB,54.61433603739453,-5.878547023804514
BHE,Blenheim Airport,BHE,NZ,-41.5222499268816,173.87549732361097
BHF,Bahia Cupica Airport,BHF,CO,6.7150654777785395,-77.51546172063787
BHG,Brus Laguna Airport,BHG,HN,15.73342100784712,-84.5399219612133
BHH,Bisha Airport,BHH,SA,19.984768096336715,42.62806096860125
BHI,Comandante Airport,BHI,AR,-38.73194689620214,-62.148731371213934
BHJ,Rudra Mata Airport,BHJ,IN,23.285004512712863,69.67166564760606
BHK,Bukhara Airport,BHK,UZ,39.763271309928214,64.48639776559665
BHL,Bahai Angeles Airport,BHL,MX,28.94582943832629,-113.5487735550113
BHM,Birmingham Airport,BHM,US,33.55813665652542,-86.75153721446343
BHN,Beihan Airport,BHN,YE,14.782310335733674,45.73349185211217
BHO,Bhopal Airport,BHO,IN,23.279275691546513,77.34357317998533
BHP,Bhojpur Airport,BHP,NP,27.18111858511197,87.05520742496219
BHQ,Broken Hill Airport,BHQ,AU,-32.00542292231725,141.46900910832514
BHR,Bharatpur Airport,BHR,NP,27.673862092215032,84.43679293493527
BHS,Raglan Airport,BHS,AU,-33.40917023072745,149.65657543247286
BHT,Brighton Downs Airport,BHT,AU,-23.370948783039132,141.57214496479233
BHU,Bhavnagar Airport,BHU,IN,21.74947724200374,72.18695111135496
BHV,Bahawalpur Airport,BHV,PK,29.398466074623034,71.68847707553826
BHW,Bhagatanwala Airport,SGI,PK,32.165850405542514,72.6682403912199
BHX,Birmingham Airport,BHX,GB,52.44855818366435,-1.741791726567516
BHY,Beihai Airport,BHY,CN,21.480188496239524,109.08543617770472
BIA,Poretta Airport,BIA,FR,42.547847226988615,9.488181191185308
BIB,Baidoa Airport,BIB,SO,3.065324226148019,43.636466682567345
BIC,Big Creek Airport,BIC,US,58.29845811342936,-157.51182573274278
BID,Block Island Airport,BID,US,41.16128808962476,-71.57388699183295
BIE,Beatrice Airport,BIE,US,40.296121687837584,-96.74965008379813
BIF,Biggs Army Air Field,ELP,US,31.747590111338443,-106.4784759149159
BIG,Intermediate Field,BIG,US,64.06241377286811,-145.73181213160015
BIH,Bishop Airport,BIH,US,37.36830645859826,-118.36161854233659
BII,Enyu Airfield,BII,MH,11.997736126220563,166.00306226738928
BIJ,Biliau Airport,BIJ,PG,-5.586338297619851,146.20164718422697
BIK,Mokmer Airport,BIK,ID,-1.191752217116452,136.0889374009978
BIL,Billings Airport,BIL,US,45.802244536297515,-108.54112474236805
BIM,Bimini International Airport,BIM,BS,25.69715753508915,-79.2801708663049
BIN,Bamiyan Airport,BIN,AF,34.80145648171035,67.8267427603264
BIO,Bilbao Airport,BIO,ES,43.2984201299759,-2.916355239029102
BIP,Bulimba Airport,BIP,AU,-16.151679594503896,143.75511440466343
BIQ,Bayonne-Anglet Airport,BIQ,FR,43.4645781419148,-1.518338139167435
BIR,Biratnagar Airport,BIR,NP,26.4305422670301,87.2843875923728
BIS,Bismarck Airport,BIS,US,46.7705433794573,-100.74889659756984
BIT,Baitadi Airport,BIT,NP,28.9973939514653,80.50056857663526
BIU,Bildudalur Airport,BIU,IS,65.63804279174167,-23.54283561614438
BIV,Bria Airport,BIV,CF,6.53171886790648,21.984391353222573
BIW,Billiluna Airport,BIW,AU,-19.572238330846282,127.16798634490912
BIX,Keesler Air Force Base,BIX,US,30.39541073116185,-88.8829455562901
BIY,Bisho Airport,BIY,ZA,-35.88434540857544,27.28425102648458
BIZ,Bimin Airport,BIZ,PG,-5.288400323382017,142.01904424218628
BJA,Soummamm-Abane Ramdane Airport,BJA,DZ,36.74951181036261,5.087865115576797
BJB,Bojnurd Airport,BJB,IR,37.48289995739815,57.307240570509606
BJC,Jeffco Airport,BJC,US,39.92942932186711,-105.06326754907843
BJD,Bakkafjordur Airport,BJD,IS,66.02192674385306,-14.822418914087281
BJE,Baleela Airport,BJE,SD,11.207054644879669,28.539028494002206
BJF,Batsfjord Airport,BJF,NO,70.5998610350541,29.667753112839957
BJG,Bolaang Airport,BJG,ID,-0.9511099250615052,122.10303224512948
BJH,Bajhang Airport,BJH,NP,29.54743250042101,81.25114489471713
BJI,Bemidji Airport,BJI,US,47.509662055206476,-94.93337984008667
BJJ,Wayne County Airport,BJJ,US,40.79459572365429,-81.93296169842449
BJK,Benjina Airport,BJK,ID,-6.084811906549729,134.25546874095625
BJL,Banjul International Airport,BJL,GM,13.349916360170804,-16.661612980200587
BJM,Bujumbura International Airport,BJM,BI,-3.3861804732590075,29.369816846149416
BJN,Bajone Airport,BJN,MZ,-17.188734536943613,38.08450301949287
BJO,Bermejo Airport,BJO,BO,-22.866745926056083,-64.33170081108503
BJP,Braganca Paulista Airport,BJP,BR,-22.95268848883506,-46.564278496712085
BJQ,Bahja Airport,BJQ,OM,19.87017630508412,56.06392074532467
BJR,Bahar Dar Airport,BJR,ET,11.585206360730133,37.3854946296446
BJT,Bentota River Airport,BJT,LK,6.480152647220176,79.98490978486682
BJU,Bajura Airport,BJU,NP,29.364086317435774,81.33708916504341
BJV,Milas Airport,BXN,TR,37.24798584617932,27.68532144209502
BJW,Bajawa Airport,BJW,ID,-8.77198377651705,120.98576356107715
BJX,Del Bajio Airport,BJX,MX,20.99317381030281,-102.4792294011442
BJY,Batajnica Airport,BEG,RS,44.81103040847234,20.317084120214513
BJZ,Talaveral La Real Airport,BJZ,ES,38.88664385071375,-6.818197919151148
BKA,Bykovo Airport,MOW,RU,55.42793792604269,37.96991293578757
BKB,Bikaner Airport,BKB,IN,28.01190693725918,73.30421979540729
BKC,Buckland Airport,BKC,US,65.9760893443331,-161.12145776568948
BKD,Stephens County Airport,BKD,US,32.744538182971844,-98.89824318157655
BKE,Baker Airport,BKE,US,44.83394910823232,-117.80584604957265
BKF,Brooks Lake Airport,BKF,US,58.59639096502532,-156.2284058669407
BKG,Branson Airport,BKG,US,36.52605875657106,-93.19731650779869
BKH,Barking Sands Airport,BKH,US,21.961472653462593,-159.71197992856563
BKI,Kota Kinabalu Airport,BKI,MY,5.935842919430812,116.05260479152207
BKJ,Baralande Airport,BKJ,GN,10.966412566268135,-14.27810833252427
BKK,Suvarnabhumi International,BKK,TH,13.682232384048604,100.74889659756984
BKL,Burke Lakefront Airport,CLE,US,41.51652281326254,-81.68086624634849
BKM,Bakalalan Airport,BKM,MY,3.9648680372449263,115.61715291117709
BKN,Birni Nkoni Airport,BKN,NE,13.796823321527555,5.254023127515698
BKO,Bamako Airport,BKO,ML,12.627990124336197,-8.02140916598247
BKP,Barkly Downs Airport,BKP,AU,-20.500430303199753,138.5010870082795
BKQ,Blackall Airport,BKQ,AU,-24.436649538857882,145.4338792800042
BKR,Bokoro Airport,BKR,TD,12.415995566650988,17.234570228916276
BKS,Padangkemiling Airport,BKS,ID,-3.7700625043797,102.30161716196719
BKT,Blackstone Army Air Field,BKT,US,37.06463966319408,-77.99674417031365
BKU,Betioky Airport,BKU,MG,-23.737641149009608,44.39277011426827
BKW,Beckley Airport,BKW,US,37.780836224088695,-81.11936322487091
BKX,Brookings Airport,BKX,US,44.30109531522836,-96.80694854074537
BKY,Kavumu Airport,BKY,CD,-2.3032902657334513,28.819778297193704
BKZ,Bukoba Airport,BKZ,TZ,-1.3006142267073484,31.80488856828568
BLA,Gen J A Anzoategui Airport,BLA,VE,10.106975839420953,-64.68693211962822
BLB,Balboa Airport,BLB,PA,8.97251898432227,-79.55518843323546
BLC,Bali Airport,BLC,CM,5.895735621737674,10.032490918974672
BLD,Boulder City Airport,LAS,US,35.98175073632899,-114.83220025100253
BLE,Dala Airport,BLE,SE,60.418398567639585,15.521427303935557
BLF,Mercer County Airport,BLF,US,37.29382324569927,-81.20530749519718
BLG,Belaga Airport,BLG,MY,2.69863121984731,113.7836910813247
BLH,Blythe Airport,BLH,US,33.61543511347266,-114.71760333710806
BLI,Bellingham Airport,BLI,US,48.79308533610313,-122.53276042695
BLJ,Mostepha Ben Boulaid Airport,BLJ,DZ,35.56349044212492,6.187944347922336
BLK,Blackpool Airport,BLK,GB,53.76635780665369,-3.030946816838287
BLL,Billund Airport,BLL,DK,55.73733525016051,9.15013634614116
BLM,Monmouth County Airport,BLM,US,40.18153160413228,-74.01468924268285
BLN,Benalla Airport,BLN,AU,-36.55470798504468,145.9839144138653
BLO,Blonduos Airport,BLO,IS,65.64377332045531,-20.282706070574548
BLP,Bellavista Airport,BLP,PE,-16.587128059754306,-69.41383966681641
BLQ,Guglielmo Marconi Airport,BLQ,IT,44.53027889773355,11.298727736372289
BLR,Bengaluru International Airport,BLR,IN,13.195217698111893,77.7102655459558
BLS,Bollon Airport,BLS,AU,-28.052013808065492,147.48506705002904
BLT,Blackwater Airport,BLT,AU,-23.588673015664337,148.88880752825008
BLU,Blue Canyon Airport,BLU,US,39.24760910306517,-120.71647652286022
BLV,Scott Afb/Mid America,BLV,US,38.51422437112423,-89.9944837116288
BLW,Bellows Field,BLW,US,21.33121865534696,-157.69517533082262
BLX,Belluno Airport,BLX,IT,46.163209788648935,12.249837554712087
BLY,Belmullet Airport,BLY,IE,54.21899785804502,-10.026761244034677
BLZ,Chileka Airport,BLZ,MW,-15.676125965994467,34.97334502236289
BMA,Bromma Airport,STO,SE,59.35269781182083,17.950768497358183
BMB,Bumba Airport,BMB,CD,2.1886986879242665,22.47713486032563
BMC,Brigham City Airport,BMC,US,41.545168626641576,-112.059088806464
BMD,Belo Airport,BMD,MG,-20.735342706871293,44.05472356167683
BME,Broome Airport,BME,AU,-17.950768497358183,122.23481391497572
BMF,Bakouma Airport,BMF,CF,5.729578036685597,22.80372035548979
BMG,Bloomington Airport,BMG,US,39.13874613297892,-86.61403184609273
BMH,Bomai Airport,BMH,PG,-6.417127503540706,144.58589763416876
BMI,Bloomington-Normal Airport,BMI,US,40.47946787082282,-88.92305242709641
BMJ,Baramita Airport,BMJ,GY,6.74944267364486,-59.99440774472187
BMK,Borkum Airport,BMK,DE,53.59447268109573,6.703606127898551
BML,Berlin Airport,BML,US,44.570385768539865,-71.1728182837698
BMM,Bitam Airport,BMM,GA,2.0741073235584935,11.493533269237515
BMN,Bamarni Airport,BMN,IQ,37.09901600528676,43.269774316596866
BMO,Bhamo Airport,BMO,MM,24.27049152691898,97.25385464832847
BMP,Brampton Island Airport,BMP,AU,-20.786908927557597,149.23832196845797
BMQ,Bamburi Airport,BMQ,KE,-4.503448090094295,39.837754522827204
BMR,Baltrum Airport,BMR,DE,53.71479329351468,7.402614517746826
BMS,Brumado Airport,BMS,BR,-14.238001461717957,-41.63111289696784
BMT,Beaumont Municipal Airport,BPT,US,30.080282878330387,-94.09685925167854
BMU,Bima Airport,BMU,ID,-8.502693323205541,118.91739103510052
BMV,Phung-Duc Airport,BMV,VN,12.662367320202518,108.05411176397864
BMW,Bordj Mokhtar Airport,BMW,DZ,21.314030484300623,1.0370536617792467
BMX,Big Mountain Airport,BMX,US,59.35842834053447,-155.25437991016187
BMY,Belep Island Airport,BMY,NC,-19.755584513831522,163.67112640172022
BMZ,Bamu Airport,BMZ,PG,-7.838062982997234,143.23372508418134
BNA,Nashville Metropolitan Airport,BNA,US,36.12499004850792,-86.67705400156443
BNB,Boende Airport,BNB,CD,-0.23491269715623195,20.872853197883867
BNC,Mavivi Airport,BNC,CD,0.5614986458876412,29.467218758808382
BND,Bandar Abbas International Airport,BND,IR,27.215494927204645,56.367587540728856
BNE,Brisbane International Airport,BNE,AU,-27.4274903386635,153.08859522624255
BNF,Warm Spring Bay Sea Plane Base,BNF,US,56.9978398312972,-134.99459083180002
BNG,Banning Airport,BNG,US,33.93055955120954,-116.86620326507565
BNH,Barnes Airport,HFD,US,41.76289456681407,-72.67969461845802
BNI,Benin City Airport,BNI,NG,6.31972431022127,5.6035273224398345
BNJ,Bonn Hbf Railway Station,CGN,DE,50.7296830224227,7.104676543508992
BNK,Ballina Byron Airport,BNK,AU,-28.83696646824004,153.55269291996657
BNL,Barnwell County Airport,BNL,US,33.2487393324076,-81.38292656456336
BNM,Bodinumu Airport,BNM,PG,-9.121487971441187,147.6168487198753
BNN,Bronnoy Airport,BNN,NO,65.45470002385102,12.209730683905773
BNO,Burns Airport,BNO,US,43.57916822562011,-118.94603684847955
BNP,Bannu Airport,BNP,PK,32.996640465237014,70.66861371923946
BNQ,Baganga Airport,BNQ,PH,13.246783918798196,121.05451624526249
BNR,Banfora Airport,BNR,BF,10.662744917090306,-4.663876427093201
BNS,Barinas Airport,BNS,VE,8.617285114458138,-70.21597708294271
BNT,Bundi Airport,BNT,PG,-5.752496309558752,145.45106403595594
BNU,Blumenau Airport,BNU,BR,-27.003501223293082,-48.99935021884835
BNV,Boana Airport,BNV,PG,-6.4285864265338715,146.82043500227346
BNW,Boone Airport,BNW,US,42.06656136221825,-93.87913331150604
BNX,Banja Luka International Airport,BNX,BA,44.931351020891285,17.30332462064892
BNY,Bellona Airport,BNY,SB,-11.304457411312283,159.82085314393564
BNZ,Banz Airport,BNZ,PG,-5.80979220518505,144.6145434475478
BOA,Boma Airport,BOA,CD,-5.867087673924525,13.069167410752954
BOB,Motu-Mute Airport,BOB,PF,-16.443888747575382,-151.74787007330406
BOC,Bocas Del Toro Airport,BOC,PA,9.339212204066392,-82.24809296635054
BOD,Merignac Airport,BOD,FR,44.828218579518676,-0.710467686367411
BOE,Boundji Airport,BOE,CG,-1.0370536617792467,15.383916812922982
BOF,Bolling Air Force Base,WAS,US,38.898104908141036,-77.02844874224846
BOG,Eldorado Airport,BOG,CO,4.698254049846344,-74.14647091252908
BOH,Bournemouth International Airport,BOH,GB,50.77552042194266,-1.8334650315035463
BOI,Boise Air Terminal (Gowen Field),BOI,US,43.561980054573766,-116.22449333217462
BOJ,Burgas Airport,BOJ,BG,42.56503539803495,27.51916343015612
BOK,Brookings State Airport,BOK,US,42.04937319117192,-124.28027798647611
BOL,Ballykelly Airport,BOL,GB,54.99821998950593,-6.995814854083213
BOM,Mumbai Airport,BOM,IN,19.085223644909572,72.85731368782419
BON,Flamingo International Airport,BON,BQ,12.129516942293144,-68.26791833919587
BOO,Bodo Airport,BOO,NO,67.265246569038,14.375511098956885
BAG,Loakan Airport,BAG,PH,16.375134355842743,120.61907802529583
BAH,Bahrain International Airport,BAH,BH,26.27011478380484,50.63801163847737
BAI,Buenos Aires Airport,BAI,CR,9.161594842247503,-83.33097847812104
BAJ,Bali Airport,BAJ,PG,-4.835763687085272,149.13518611199078
BAL,Batman Airport,BAL,TR,37.912617893934915,41.08680487672577
BAM,Lander County Airport,BAM,US,40.628437711715385,-116.92923225073653
BAN,Basongo Airport,BAN,CD,-4.314372232169064,20.43167420391982
BAO,Udorn Airport,BAO,TH,17.38354006980884,102.79436066907024
BAP,Baibara Airport,BAP,PG,-10.3361585681525,149.75397393003726
BAQ,E Cortissoz Airport,BAQ,CO,10.891927645821852,-74.77671978800284
BAR,Baker Army Air Field,BAR,US,55.33053259828914,-133.59657405210348
BAS,Balalae Airport,BAS,SB,-6.984355504203225,155.88462878563564
BAT,Barretos Airport,BAT,BR,-20.551996523886054,-48.546713582551604
BAV,Baotou Airport,BAV,CN,40.66281405380806,109.98497892158457
BAW,Biawonque Airport,BAW,GA,-0.6703606021176846,146.35061361002496
BAX,Barnaul Airport,BAX,RU,53.36528909859054,83.75496930103876
BAY,Baia Mare Airport,BAY,RO,47.647170838671755,23.4683506956981
BAZ,Barbelos Airport,BAZ,BR,-0.9682986297163712,-62.92795350267484
BBA,Teniente Vidal Airport,BBA,CL,-45.916838035097406,-71.69420760425189
BBB,Benson Municipal Airport,BBB,US,45.3152315579081,-95.59800505765311
BBC,Bay City Airport,BBC,US,28.980205780418963,-95.96470425381276
BBD,Curtis Field,BBD,US,31.128795463102797,-99.3279645332079
BBE,Big Bell Airport,BBE,AU,-17.337702670288884,117.58812693958932
BBF,Burlington Airport,BBF,US,42.49627929875502,-71.17854881248344
BBG,Butaritari Airport,BBG,KI,3.162726992580632,172.75250494103415
BBH,Barth,BBH,DE,54.333587941750324,12.702474191008832
BBI,Bhubaneswar Airport,BBI,IN,20.242599199768232,85.82334865720453
BBJ,Bitburg Air Base,BBJ,DE,49.94473036224815,6.566096490659623
BBK,Kasane Airport,BBK,BW,-17.818986827511957,25.152847807299786
BBL,Babolsar Airport,BBL,IR,36.64637936899001,52.672011237455905
BBM,Battambang Airport,BBM,KH,13.115003956499262,103.20115990584704
BBN,Bario Airport,BBN,MY,3.6783889860002583,115.4681864853791
BBO,Berbera Airport,BBO,SO,10.41637230976513,45.011564762503916
BBP,Bembridge Airport,BBP,GB,50.67811850928369,-1.082890207525556
BBQ,Barbuda Airport,BBQ,AG,17.55542690291409,-61.76484741910254
BBR,Baillif Airport,BBR,GP,16.014170811038618,-61.7362016057235
BBS,Blackbushe Airport,BBS,GB,51.331289499612005,-0.8479775370497504
BBT,Berberati Airport,BBT,CF,4.216969465736451,15.790716049699771
BBU,Baneasa Airport,BUH,RO,44.495902555640875,26.10395677186594
BBV,Nero Mer Airport,BBV,CI,4.663876427093201,-6.9499778814500806
BBW,Broken Bow Airport,BBW,US,41.3962022008436,-99.6316279135175
BBX,Wings Field,BBX,US,40.13569420461233,-75.26373276639225
BBY,Bambari Airport,BBY,CF,5.84416940105137,20.655128965258662
BBZ,Zambezi Airport,BBZ,ZM,-13.538993071869681,23.113117679607615
BCA,Baracoa Airport,BCA,CU,20.34573164114084,-74.49597169235864
BCB,Virginia Tech Airport,BCB,US,37.230797675132976,-80.414624306309
BCC,Bear Creek Airport,BCC,US,45.17772277444281,-109.09689040494283
BCD,Silay International,BCD,PH,10.639826217330327,122.93382913501316
BCE,Bryce Airport,BCE,US,37.700622482476064,-112.13357201936299
BCF,Bouca Airport,BCF,CF,6.74944267364486,18.420593304701264
BCG,Bemichi Airport,BCG,GY,6.54890746583964,-58.5448298669809
BCH,English Madeira Airport,BCH,TL,-8.496964502039194,126.40021844068633
BCI,Barcaldine Airport,BCI,AU,-23.56002378719072,145.30209761015797
BCJ,Baca Grande Airport,BCJ,US,38.9955068208,-105.99719346524013
BCK,Bolwarra Airport,BCK,AU,-17.400728240855177,144.16764417015386
BCL,Barra Colorado Airport,BCL,CR,10.82890207525556,-82.96428611215056
BCM,Bacau Airport,BCM,RO,46.5929277251857,26.883178903326844
BCN,Barcelona Airport,BCN,ES,41.29306975947099,2.0798367850550763
BCO,Bako Airport,BCO,ET,5.781144257371901,36.55470798504468
BCP,Bambu Airport,BCP,PG,-5.855628750931359,146.48811897839565
BCQ,Brack Airport,BCQ,LY,27.67959091338138,14.220812436897972
BCR,Boca Do Acre Airport,BCR,BR,-8.754794751697066,-67.3798366527433
BCS,Southern Sea Plane,BCS,US,29.96569279462508,-89.9944837116288
BCT,Boca Raton Public Airport,BCT,US,26.34459970425112,-80.08230828243119
BCU,Bauchi Airport,BCU,NG,10.364806089078826,9.803308190243126
BCV,Belmopan Airport,BCV,BZ,17.263217749842603,-88.7798096998229
BCW,Benguera Island Airport,BCW,MZ,-21.886987733016312,35.42598165865964
BCX,Beloretsk Airport,BCX,RU,53.93251581859259,58.33856498423568
BCY,Bulchi Airport,BCY,ET,6.2165918688486625,36.66929806874999
BCZ,Bickerton Island Airport,BCZ,AU,-13.785364825421212,137.8020854486204
BDA,L.F. Wade International Airport,BDA,BM,32.36065764595503,-64.68693211962822
BDB,Bundaberg Airport,BDB,AU,-24.906476053748257,152.32656468092256
BDC,Barra Do Corda Airport,BDC,BR,-5.471746933254078,-45.263667044769086
BDD,Badu Island Airport,BDD,AU,-10.152812385167262,142.18520908431435
